city,i,j,class_i,class_j,pair_label,same_class
houston,90,454,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,91,181,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,91,111,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,381,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,173,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,92,413,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,343,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,501,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,93,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,92,372,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,93,413,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,93,343,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,93,501,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,93,372,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,93,342,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,330,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,114,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,241,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,113,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,279,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,94,440,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,97,151,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,97,527,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,97,371,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,97,150,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,365,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,140,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,227,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,379,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,225,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,98,366,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,359,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,153,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,358,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,168,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,172,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,410,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,325,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,99,324,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,100,245,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,100,164,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,101,404,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,101,539,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,101,171,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,101,442,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,102,104,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,102,105,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,102,468,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,102,514,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,102,492,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,103,156,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,103,110,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,103,473,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,104,246,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,104,142,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,104,260,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,104,105,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,104,468,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,104,444,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,104,305,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,104,106,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,105,468,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,105,492,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,105,305,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,105,106,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,105,129,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,106,305,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,106,144,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,106,247,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,106,160,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,106,304,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,106,334,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,106,129,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,108,363,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,109,224,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,109,158,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,110,473,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,181,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,297,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,332,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,291,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,289,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,111,295,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,112,228,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,112,114,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,112,113,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,149,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,114,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,152,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,417,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,113,279,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,114,329,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,114,228,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,114,241,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,274,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,275,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,465,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,116,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,286,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,148,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,115,122,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,275,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,465,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,331,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,269,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,286,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,120,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,116,118,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,286,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,118,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,119,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,267,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,490,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,122,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,117,327,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,118,269,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,118,286,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,118,120,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,118,119,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,119,120,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,119,266,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,119,267,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,119,265,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,119,146,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,120,331,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,120,269,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,120,326,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,120,265,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,120,146,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,121,362,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,121,278,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,121,274,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,121,402,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,121,191,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,122,286,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,122,148,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,122,228,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,122,327,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,123,138,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,123,137,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,123,135,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,123,407,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,124,352,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,124,302,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,124,340,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,124,299,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,124,219,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,124,298,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,125,396,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,125,393,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,125,517,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,125,340,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,125,219,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,126,397,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,126,395,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,126,321,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,126,322,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,126,466,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,126,127,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,127,395,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,127,321,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,127,494,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,127,493,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,127,505,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,127,353,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,127,193,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,127,356,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,128,436,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,128,401,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,128,405,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,128,334,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,128,129,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,129,492,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,129,272,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,129,401,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,129,334,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,129,176,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,130,131,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,130,156,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,130,530,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,130,157,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,131,439,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,131,156,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,131,530,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,132,439,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,132,529,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,133,497,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,133,426,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,133,333,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,133,134,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,133,258,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,134,497,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,134,520,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,134,504,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,134,507,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,134,258,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,135,322,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,135,138,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,135,466,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,136,387,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,136,162,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,136,389,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,136,407,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,137,138,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,139,164,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,139,231,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,139,467,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,139,443,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,140,365,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,140,222,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,140,366,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,141,463,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,141,206,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,141,374,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,141,182,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,141,343,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,142,477,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,142,290,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,142,273,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,142,246,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,142,242,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,142,260,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,142,468,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,143,433,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,143,440,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,143,439,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,144,446,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,144,444,Neither hotspot,Neither hotspot,Neither | Neither,True
